movieId,title
2717,Ghostbusters II (1989)
2718,Drop Dead Gorgeous (1999)
2719,"Haunting, The (1999)"
2720,Inspector Gadget (1999)
2721,Trick (1999)
2722,Deep Blue Sea (1999)
2723,Mystery Men (1999)
2724,Runaway Bride (1999)
2725,Twin Falls Idaho (1999)
2726,"Killing, The (1956)"
2727,Killer's Kiss (1955)
2728,Spartacus (1960)
2729,Lolita (1962)
2730,Barry Lyndon (1975)
2731,"400 Blows, The (Les quatre cents coups) (1959)"
2732,Jules and Jim (Jules et Jim) (1961)
2734,"Mosquito Coast, The (1986)"
2735,"Golden Child, The (1986)"
2736,Brighton Beach Memoirs (1986)
2738,Crimes of the Heart (1986)
2739,"Color Purple, The (1985)"
2740,"Kindred, The (1986)"
2741,No Mercy (1986)
2742,Ménage (Tenue de soirée) (1986)
2744,Otello (1986)
2745,"Mission, The (1986)"
2746,Little Shop of Horrors (1986)
2747,"Little Shop of Horrors, The (1960)"
2748,Allan Quatermain and the Lost City of Gold (1987)
2749,"Morning After, The (1986)"
2750,Radio Days (1987)
2751,From the Hip (1987)
2752,Outrageous Fortune (1987)
2754,Deadtime Stories (1987)
2757,Frances (1982)
2758,Plenty (1985)
2759,Dick (1999)
2761,"Iron Giant, The (1999)"
2762,"Sixth Sense, The (1999)"
2763,"Thomas Crown Affair, The (1999)"
2764,"Thomas Crown Affair, The (1968)"
2765,"Acid House, The (1998)"
2766,"Adventures of Sebastian Cole, The (1998)"
2767,Illuminata (1998)
2770,Bowfinger (1999)
2771,Brokedown Palace (1999)
2772,Detroit Rock City (1999)
2774,Better Than Chocolate (1999)
2775,Head On (1998)
2776,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)"
2778,Never Talk to Strangers (1995)
2779,Heaven Can Wait (1978)
2780,"Raven, The (1963)"
2781,"Tingler, The (1959)"
2782,"Pit and the Pendulum, The (1961)"
2783,"Tomb of Ligeia, The (1965)"
2784,"Masque of the Red Death, The (1964)"
2785,Tales of Terror (1962)
2786,Haunted Honeymoon (1986)
2787,Cat's Eye (1985)
2788,Monty Python's And Now for Something Completely Different (1971)
2789,Damien: Omen II (1978)
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)"
2791,Airplane! (1980)
2792,Airplane II: The Sequel (1982)
2793,"American Werewolf in Paris, An (1997)"
2794,European Vacation (aka National Lampoon's European Vacation) (1985)
2795,National Lampoon's Vacation (1983)
2796,Funny Farm (1988)
2797,Big (1988)
2798,Problem Child (1990)
2799,Problem Child 2 (1991)
2800,Little Nemo: Adventures in Slumberland (1992)
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997)
2802,Tequila Sunrise (1988)
2803,"Pelican Brief, The (1993)"
2804,"Christmas Story, A (1983)"
2805,Mickey Blue Eyes (1999)
2806,Teaching Mrs. Tingle (1999)
2807,Universal Soldier: The Return (1999)
2808,Universal Soldier (1992)
2809,Love Stinks (1999)
2810,Perfect Blue (1997)
2811,With Friends Like These... (1998)
2812,In Too Deep (1999)
2815,Iron Eagle (1986)
2816,Iron Eagle II (1988)
2817,Aces: Iron Eagle III (1992)
2818,Iron Eagle IV (1995)
2819,Three Days of the Condor (3 Days of the Condor) (1975)
2820,Hamlet (1964)
2822,Medicine Man (1992)
2823,"Spiders Part 1: The Golden Lake, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)"
2824,On the Ropes (1999)
2826,"13th Warrior, The (1999)"
2827,"Astronaut's Wife, The (1999)"
2828,Dudley Do-Right (1999)
2829,"Muse, The (1999)"
2830,Cabaret Balkan (Bure Baruta) (1998)
2831,"Dog of Flanders, A (1999)"
2832,"Lost Son, The (1999)"
2834,"Very Thought of You, The (1998)"
2835,Chill Factor (1999)
2836,Outside Providence (1999)
2837,Bedrooms & Hallways (1998)
2839,West Beirut (West Beyrouth) (1998)
2840,Stigmata (1999)
2841,Stir of Echoes (1999)
2842,Best Laid Plans (1999)
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)"
2844,"Minus Man, The (1999)"
2845,Whiteboyz (1999)
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)"
2847,Only Angels Have Wings (1939)
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2849,Queens Logic (1991)
2851,Saturn 3 (1980)
2852,"Soldier's Story, A (1984)"
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)"
2854,Don't Look in the Basement! (1973)
2855,Nightmares (1983)
2856,I Saw What You Did (1965)
2857,Yellow Submarine (1968)
2858,American Beauty (1999)
2859,Stop Making Sense (1984)
2860,Blue Streak (1999)
2861,For Love of the Game (1999)
2862,Caligula (1979)
2863,"Hard Day's Night, A (1964)"
2864,Splendor (1999)
2865,Sugar Town (1999)
2866,"Buddy Holly Story, The (1978)"
2867,Fright Night (1985)
2868,Fright Night Part II (1988)
2870,Barefoot in the Park (1967)
2871,Deliverance (1972)
2872,Excalibur (1981)
2873,Lulu on the Bridge (1998)
2874,"Pajama Game, The (1957)"
2875,Sommersby (1993)
2876,Thumbelina (1994)
2877,Tommy (1975)
2878,Hell Night (1981)
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2880,Armour of God (Long xiong hu di) (1987)
2881,Double Jeopardy (1999)
2882,Jakob the Liar (1999)
2883,Mumford (1999)
2884,Dog Park (1998)
2885,Guinevere (1999)
2886,"Adventures of Elmo in Grouchland, The (1999)"
2887,Simon Sez (1999)
2888,Drive Me Crazy (1999)
2889,"Mystery, Alaska (1999)"
2890,Three Kings (1999)
2891,"Happy, Texas (1999)"
2892,New Rose Hotel (1998)
2893,Plunkett & MaCleane (1999)
2894,Romance (1999)
2896,Alvarez Kelly (1966)
2897,And the Ship Sails On (E la nave va) (1983)
2898,"Dark Half, The (1993)"
2899,Gulliver's Travels (1939)
2900,Monkey Shines (1988)
2901,Phantasm (1979)
2902,Psycho II (1983)
2903,Psycho III (1986)
2904,Rain (1932)
2905,Sanjuro (Tsubaki Sanjûrô) (1962)
2906,Random Hearts (1999)
2907,Superstar (1999)
2908,Boys Don't Cry (1999)
2909,"Five Wives, Three Secretaries and Me (1998)"
2910,"Ennui, L' (1998)"
2911,"Grandfather, The (Abuelo, El) (1998)"
2912,"Limey, The (1999)"
2913,"Mating Habits of the Earthbound Human, The (1999)"
2914,Molly (1999)
2915,Risky Business (1983)
2916,Total Recall (1990)
2917,Body Heat (1981)
2918,Ferris Bueller's Day Off (1986)
2919,"Year of Living Dangerously, The (1982)"
2920,Children of Paradise (Les enfants du paradis) (1945)
2921,High Plains Drifter (1973)
2922,Hang 'Em High (1968)
2924,Drunken Master (Jui kuen) (1978)
2925,"Conformist, The (Conformista, Il) (1970)"
2926,Hairspray (1988)
2927,Brief Encounter (1946)
2929,Reds (1981)
2932,Days of Heaven (1978)
2935,"Lady Eve, The (1941)"
2936,Sullivan's Travels (1941)
2937,"Palm Beach Story, The (1942)"
2938,Man Facing Southeast (1986)
2939,Niagara (1953)
2940,Gilda (1946)
2941,South Pacific (1958)
2942,Flashdance (1983)
2943,Indochine (1992)
2944,"Dirty Dozen, The (1967)"
2945,Mike's Murder (1984)
2946,Help! (1965)
2947,Goldfinger (1964)
2948,From Russia with Love (1963)
2949,Dr. No (1962)
2950,"Blue Lagoon, The (1980)"
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2952,Sydney (Hard Eight) (1996)
2953,Home Alone 2: Lost in New York (1992)
2956,Someone to Watch Over Me (1987)
2959,Fight Club (1999)
2961,"Story of Us, The (1999)"
2962,Fever Pitch (1997)
2963,Joe the King (1999)
2964,Julien Donkey-Boy (1999)
2965,"Omega Code, The (1999)"
2966,"Straight Story, The (1999)"
2967,"Bad Seed, The (1956)"
2968,Time Bandits (1981)
2969,"Man and a Woman, A (Un homme et une femme) (1966)"
2970,Fitzcarraldo (1982)
2971,All That Jazz (1979)
2972,Red Sorghum (Hong gao liang) (1987)
2973,Crimes and Misdemeanors (1989)
2974,Bats (1999)
2975,"Best Man, The (1999)"
2976,Bringing Out the Dead (1999)
2977,Crazy in Alabama (1999)
2978,Three to Tango (1999)
2979,Body Shots (1999)
2980,Men Cry Bullets (1997)
2982,"Guardian, The (1990)"
2983,"Ipcress File, The (1965)"
2985,RoboCop (1987)
2986,RoboCop 2 (1990)
2987,Who Framed Roger Rabbit? (1988)
2988,Melvin and Howard (1980)
2989,For Your Eyes Only (1981)
2990,Licence to Kill (1989)
2991,Live and Let Die (1973)
2992,Rawhead Rex (1986)
2993,Thunderball (1965)
2995,House on Haunted Hill (1999)
2996,Music of the Heart (1999)
2997,Being John Malkovich (1999)
2998,Dreaming of Joseph Lees (1999)
3000,Princess Mononoke (Mononoke-hime) (1997)
3001,"Suburbans, The (1999)"
3002,My Best Fiend (Mein liebster Feind) (1999)
3003,Train of Life (Train de vie) (1998)
3004,"Bachelor, The (1999)"
3005,"Bone Collector, The (1999)"
3006,"Insider, The (1999)"
3007,American Movie (1999)
3008,Last Night (1998)
3009,Portraits Chinois (1996)
3011,"They Shoot Horses, Don't They? (1969)"
3013,Bride of Re-Animator (1990)
3015,Coma (1978)
3016,Creepshow (1982)
3017,Creepshow 2 (1987)
3018,Re-Animator (1985)
3019,Drugstore Cowboy (1989)
3020,Falling Down (1993)
3021,"Funhouse, The (1981)"
3022,"General, The (1926)"
3024,Piranha (1978)
3025,Rough Night in Jericho (1967)
3026,Slaughterhouse (1987)
3028,"Taming of the Shrew, The (1967)"
3029,Nighthawks (1981)
3030,Yojimbo (1961)
3031,Repossessed (1990)
3032,"Omega Man, The (1971)"
3033,Spaceballs (1987)
3034,Robin Hood (1973)
3035,Mister Roberts (1955)
3036,"Quest for Fire (Guerre du feu, La) (1981)"
3037,Little Big Man (1970)
3038,"Face in the Crowd, A (1957)"
3039,Trading Places (1983)
3040,Meatballs (1979)
3041,Meatballs Part II (1984)
3042,Meatballs III (1987)
3043,Meatballs 4 (1992)
3044,Dead Again (1991)
3045,Peter's Friends (1992)
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"
3049,How I Won the War (1967)
3050,Light It Up (1999)
3051,Anywhere But Here (1999)
3052,Dogma (1999)
3053,"Messenger: The Story of Joan of Arc, The (1999)"
3054,Pokémon: The First Movie (1998)
3055,Felicia's Journey (1999)
3056,Oxygen (1999)
3057,Where's Marlowe? (1998)
3058,"Ape, The (1940)"
3060,"Commitments, The (1991)"
3061,Holiday Inn (1942)
3062,"Longest Day, The (1962)"
3063,Poison Ivy (1992)
3064,Poison Ivy: New Seduction (1997)
3065,Nothing to Lose (a.k.a. Ten Benny) (1996)
3066,Tora! Tora! Tora! (1970)
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
3068,"Verdict, The (1982)"
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3071,Stand and Deliver (1988)
3072,Moonstruck (1987)
3073,"Sandpiper, The (1965)"
3074,Jeremiah Johnson (1972)
3075,Repulsion (1965)
3076,Irma la Douce (1963)
3077,42 Up (1998)
3079,Mansfield Park (1999)
3081,Sleepy Hollow (1999)
3082,"World Is Not Enough, The (1999)"
3083,All About My Mother (Todo sobre mi madre) (1999)
3084,Home Page (1999)
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934)
3087,Scrooged (1988)
3088,Harvey (1950)
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3090,Matewan (1987)
3091,Kagemusha (1980)
3093,McCabe & Mrs. Miller (1971)
3094,Maurice (1987)
3095,"Grapes of Wrath, The (1940)"
3097,"Shop Around the Corner, The (1940)"
3098,"Natural, The (1984)"
3099,Shampoo (1975)
3100,"River Runs Through It, A (1992)"
3101,Fatal Attraction (1987)
3102,Jagged Edge (1985)
3103,Stanley & Iris (1990)
3104,Midnight Run (1988)
3105,Awakenings (1990)
3107,Backdraft (1991)
3108,"Fisher King, The (1991)"
3109,"River, The (1984)"
3111,Places in the Heart (1984)
3112,'night Mother (1986)
3113,End of Days (1999)
3114,Toy Story 2 (1999)
3115,Flawless (1999)
3117,Ride with the Devil (1999)
3118,Tumbleweeds (1999)
3120,"Distinguished Gentleman, The (1992)"
3121,"Hitch-Hiker, The (1953)"
3122,Santa Fe Trail (1940)
3124,Agnes Browne (1999)
3125,"End of the Affair, The (1999)"
3127,Holy Smoke (1999)
3128,"Map of the World, A (1999)"
3129,Sweet and Lowdown (1999)
3130,Bonfire of the Vanities (1990)
3132,Daddy Long Legs (1919)
3134,Grand Illusion (La grande illusion) (1937)
3135,"Great Santini, The (1979)"
3136,"James Dean Story, The (1957)"
3137,"Sea Wolves, The (1980)"
3138,Stealing Home (1988)
3141,"Two Jakes, The (1990)"
3142,U2: Rattle and Hum (1988)
3143,Hell in the Pacific (1968)
3145,Cradle Will Rock (1999)
3146,Deuce Bigalow: Male Gigolo (1999)
3147,"Green Mile, The (1999)"
3148,"Cider House Rules, The (1999)"
3149,Diamonds (1999)
3152,"Last Picture Show, The (1971)"
3153,"7th Voyage of Sinbad, The (1958)"
3154,Blood on the Sun (1945)
3155,Anna and the King (1999)
3156,Bicentennial Man (1999)
3157,Stuart Little (1999)
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
3159,Fantasia 2000 (1999)
3160,Magnolia (1999)
3161,Onegin (1999)
3163,Topsy-Turvy (1999)
3165,Boiling Point (1993)
3166,Brenda Starr (1989)
3167,Carnal Knowledge (1971)
3168,Easy Rider (1969)
3169,"Falcon and the Snowman, The (1985)"
3171,Room at the Top (1959)
3173,Any Given Sunday (1999)
3174,Man on the Moon (1999)
3175,Galaxy Quest (1999)
3176,"Talented Mr. Ripley, The (1999)"
3177,Next Friday (2000)
3178,"Hurricane, The (1999)"
3179,Angela's Ashes (1999)
3181,Titus (1999)
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
3183,"Third Miracle, The (1999)"
3185,Snow Falling on Cedars (1999)
3186,"Girl, Interrupted (1999)"
3188,"Life and Times of Hank Greenberg, The (1998)"
3189,My Dog Skip (1999)
3190,Supernova (2000)
3194,"Way We Were, The (1973)"
3196,Stalag 17 (1953)
3197,"Presidio, The (1988)"
3198,Papillon (1973)
3199,Pal Joey (1957)
3200,"Last Detail, The (1973)"
3201,Five Easy Pieces (1970)
3203,Dead Calm (1989)
3204,"Boys from Brazil, The (1978)"
3205,Black Sunday (La maschera del demonio) (1960)
3206,Against All Odds (1984)
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
3210,Fast Times at Ridgemont High (1982)
3211,"Cry in the Dark, A (1988)"
3213,Batman: Mask of the Phantasm (1993)
3214,American Flyers (1985)
3216,"Vampyros Lesbos (Vampiras, Las) (1971)"
3217,"Star Is Born, A (1937)"
3218,Poison (1991)
3219,Pacific Heights (1990)
3221,"Draughtsman's Contract, The (1982)"
3224,Woman in the Dunes (Suna no onna) (1964)
3225,Down to You (2000)
3230,"Odessa File, The (1974)"
3232,Seven Chances (1925)
3235,Where the Buffalo Roam (1980)
3236,Zachariah (1971)
3238,Eye of the Beholder (1999)
3239,Isn't She Great? (2000)
3241,"Cup, The (Phörpa) (1999)"
3243,Encino Man (1992)
3244,"Goodbye Girl, The (1977)"
3246,Malcolm X (1992)
3247,Sister Act (1992)
3248,Sister Act 2: Back in the Habit (1993)
3249,"Hand That Rocks the Cradle, The (1992)"
3250,Alive (1993)
3251,Agnes of God (1985)
3252,Scent of a Woman (1992)
3253,Wayne's World (1992)
3254,Wayne's World 2 (1993)
3255,"League of Their Own, A (1992)"
3256,Patriot Games (1992)
3257,"Bodyguard, The (1992)"
3258,Death Becomes Her (1992)
3259,Far and Away (1992)
3260,Howards End (1992)
3261,Singles (1992)
3262,Twin Peaks: Fire Walk with Me (1992)
3263,White Men Can't Jump (1992)
3264,Buffy the Vampire Slayer (1992)
3265,Hard-Boiled (Lat sau san taam) (1992)
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3267,"Mariachi, El (1992)"
3268,Stop! Or My Mom Will Shoot (1992)
3269,Forever Young (1992)
3270,"Cutting Edge, The (1992)"
3271,Of Mice and Men (1992)
3272,Bad Lieutenant (1992)
3273,Scream 3 (2000)
3274,Single White Female (1992)
3275,"Boondock Saints, The (2000)"
3281,"Brandon Teena Story, The (1998)"
3284,They Might Be Giants (1971)
3285,"Beach, The (2000)"
3286,Snow Day (2000)
3287,"Tigger Movie, The (2000)"
3292,"Big Combo, The (1955)"
3293,Conceiving Ada (1997)
3294,Eaten Alive (1977)
3296,To Sir with Love (1967)
3298,Boiler Room (2000)
3299,Hanging Up (2000)
3300,Pitch Black (2000)
3301,"Whole Nine Yards, The (2000)"
3304,Blue Collar (1978)
3306,"Circus, The (1928)"
3307,City Lights (1931)
3308,"Flamingo Kid, The (1984)"
3310,"Kid, The (1921)"
3311,"Man from Laramie, The (1955)"
3313,Class Reunion (1982)
3316,Reindeer Games (2000)
3317,Wonder Boys (2000)
3318,Deterrence (1999)
3320,Mifune's Last Song (Mifunes sidste sang) (1999)
3324,Drowning Mona (2000)
3325,"Next Best Thing, The (2000)"
3326,What Planet Are You From? (2000)
3327,Beyond the Mat (1999)
3328,Ghost Dog: The Way of the Samurai (1999)
3330,Splendor in the Grass (1961)
3334,Key Largo (1948)
3338,For All Mankind (1989)
3339,Cross of Iron (1977)
3340,Bride of the Monster (1955)
3341,Born Yesterday (1950)
3342,Birdy (1984)
3344,Blood Feast (1963)
3345,"Charlie, the Lonesome Cougar (1967)"
3347,Never Cry Wolf (1983)
3350,"Raisin in the Sun, A (1961)"
3352,Brown's Requiem (1998)
3354,Mission to Mars (2000)
3355,"Ninth Gate, The (1999)"
3357,East-West (Est-ouest) (1999)
3358,Defending Your Life (1991)
3359,Breaking Away (1979)
3360,Hoosiers (a.k.a. Best Shot) (1986)
3361,Bull Durham (1988)
3362,Dog Day Afternoon (1975)
3363,American Graffiti (1973)
3364,"Asphalt Jungle, The (1950)"
3365,"Searchers, The (1956)"
3367,"Devil's Brigade, The (1968)"
3368,"Big Country, The (1958)"
3370,Betrayed (1988)
3372,"Bridge at Remagen, The (1969)"
3373,Buck and the Preacher (1972)
3374,Daughters of the Dust (1991)
3375,Destination Moon (1950)
3377,Hangmen Also Die (1943)
3379,On the Beach (1959)
3384,"Taking of Pelham One Two Three, The (1974)"
3385,Volunteers (1985)
3386,JFK (1991)
3387,Who's Harry Crumb? (1989)
3388,Harry and the Hendersons (1987)
3390,Shanghai Surprise (1986)
3391,Who's That Girl? (1987)
3392,She-Devil (1989)
3394,Blind Date (1987)
3395,Nadine (1987)
3396,"Muppet Movie, The (1979)"
3397,"Great Muppet Caper, The (1981)"
3398,"Muppets Take Manhattan, The (1984)"
3399,Sesame Street Presents Follow That Bird (1985)
3403,Raise the Titanic (1980)
3404,Titanic (1953)
3405,"Night to Remember, A (1958)"
3406,Captain Horatio Hornblower R.N. (1951)
3408,Erin Brockovich (2000)
3409,Final Destination (2000)
3412,"Bear, The (Ours, L') (1988)"
3415,"Mirror, The (Zerkalo) (1975)"
3417,"Crimson Pirate, The (1952)"
3418,Thelma & Louise (1991)
3420,...And Justice for All (1979)
3421,Animal House (1978)
3422,She's Gotta Have It (1986)
3424,Do the Right Thing (1989)
3426,Jungle Fever (1991)
3427,Coogan's Bluff (1968)
3428,"Champ, The (1979)"
3429,Creature Comforts (1989)
3430,Death Wish (1974)
3431,Death Wish 2 (1982)
3432,Death Wish 3 (1985)
3433,Death Wish 4: The Crackdown (1987)
3434,Death Wish 5: The Face of Death (1994)
3435,Double Indemnity (1944)
3436,Dying Young (1991)
3438,Teenage Mutant Ninja Turtles (1990)
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3440,Teenage Mutant Ninja Turtles III (1993)
3441,Red Dawn (1984)
3442,Band of the Hand (1986)
3444,Bloodsport (1988)
3445,Eyes of Laura Mars (1978)
3446,Funny Bones (1995)
3447,"Good Earth, The (1937)"
3448,"Good Morning, Vietnam (1987)"
3450,Grumpy Old Men (1993)
3451,Guess Who's Coming to Dinner (1967)
3452,Romeo Must Die (2000)
3453,Here on Earth (2000)
3454,Whatever It Takes (2000)
3457,Waking the Dead (2000)
3459,Gothic (1986)
3461,Lord of the Flies (1963)
3462,Modern Times (1936)
3466,Heart and Souls (1993)
3467,Hud (1963)
3468,"Hustler, The (1961)"
3469,Inherit the Wind (1960)
3470,Dersu Uzala (1975)
3471,Close Encounters of the Third Kind (1977)
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976)
3475,"Place in the Sun, A (1951)"
3476,Jacob's Ladder (1990)
3477,Empire Records (1995)
3478,"Bamba, La (1987)"
3479,Ladyhawke (1985)
3480,Lucas (1986)
3481,High Fidelity (2000)
3483,"Road to El Dorado, The (2000)"
3484,"Skulls, The (2000)"
3485,Autopsy (Macchie Solari) (1975)
3487,El Dorado (1966)
3488,"Hideous Sun Demon, The (1959)"
3489,Hook (1991)
3490,Horror Express (1972)
3493,Torso (1973)
3494,True Grit (1969)
3496,Madame Sousatzka (1988)
3497,Max Dugan Returns (1983)
3498,Midnight Express (1978)
3499,Misery (1990)
3500,Mr. Saturday Night (1992)
3501,Murphy's Romance (1985)
3502,My Life (1993)
3503,Solaris (Solyaris) (1972)
3504,Network (1976)
3505,No Way Out (1987)
3506,North Dallas Forty (1979)
3507,"Odd Couple, The (1968)"
3508,"Outlaw Josey Wales, The (1976)"
3509,Black and White (1999)
3510,Frequency (2000)
3511,Ready to Rumble (2000)
3512,Return to Me (2000)
3513,Rules of Engagement (2000)
3514,Joe Gould's Secret (2000)
3515,Me Myself I (2000)
3516,"Bell, Book and Candle (1958)"
3519,Force 10 from Navarone (1978)
3521,Mystery Train (1989)
3523,Taffin (1988)
3524,Arthur (1981)
3525,Bachelor Party (1984)
3526,Parenthood (1989)
3527,Predator (1987)
3528,"Prince of Tides, The (1991)"
3529,"Postman Always Rings Twice, The (1981)"
3534,28 Days (2000)
3535,American Psycho (2000)
3536,Keeping the Faith (2000)
3538,East is East (1999)
3539,"Filth and the Fury, The (2000)"
3543,Diner (1982)
3544,Shakes the Clown (1992)
3545,Cabaret (1972)
3546,What Ever Happened to Baby Jane? (1962)
3547,Prick Up Your Ears (1987)
3548,Auntie Mame (1958)
3549,Guys and Dolls (1955)
3550,"Hunger, The (1983)"
3551,Marathon Man (1976)
3552,Caddyshack (1980)
3553,Gossip (2000)
3554,Love and Basketball (2000)
3555,U-571 (2000)
3556,"Virgin Suicides, The (1999)"
3557,Jennifer 8 (1992)
3559,Limelight (1952)
3562,Committed (2000)
3563,"Crow: Salvation, The (2000)"
3564,"Flintstones in Viva Rock Vegas, The (2000)"
3565,Where the Heart Is (2000)
3566,"Big Kahuna, The (2000)"
3569,"Idiots, The (Idioterne) (1998)"
3571,Time Code (2000)
3573,Carnosaur 2 (1995)
3574,Carnosaur 3: Primal Species (1996)
3576,"Hidden, The (1987)"
3577,Two Moon Junction (1988)
3578,Gladiator (2000)
3581,Human Traffic (1999)
3585,"Great Locomotive Chase, The (1956)"
3587,Inferno (1980)
3588,"King of Marvin Gardens, The (1972)"
3590,"Lords of Flatbush, The (1974)"
3591,Mr. Mom (1983)
3593,Battlefield Earth (2000)
3594,Center Stage (2000)
3596,Screwed (2000)
3598,Hamlet (2000)
3599,Anchors Aweigh (1945)
3604,Gypsy (1962)
3606,On the Town (1949)
3608,Pee-wee's Big Adventure (1985)
3609,Regret to Inform (1998)
3614,Honeymoon in Vegas (1992)
3615,Dinosaur (2000)
3616,Loser (2000)
3617,Road Trip (2000)
3618,Small Time Crooks (2000)
3619,"Hollywood Knights, The (1980)"
3621,Possession (1981)
3622,"Twelve Chairs, The (1970)"
3623,Mission: Impossible II (2000)
3624,Shanghai Noon (2000)
3625,Better Living Through Circuitry (1999)
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
3627,Carnival of Souls (1962)
3628,Flying Tigers (1942)
3629,"Gold Rush, The (1925)"
3630,"House of Exorcism, The (a.k.a. Lisa and the Devil) (Casa dell'esorcismo, La) (1973)"
3632,Monsieur Verdoux (1947)
3633,On Her Majesty's Secret Service (1969)
3634,Seven Days in May (1964)
3635,"Spy Who Loved Me, The (1977)"
3637,Vagabond (Sans toit ni loi) (1985)
3638,Moonraker (1979)
3639,"Man with the Golden Gun, The (1974)"
3643,"Fighting Seabees, The (1944)"
3644,Dark Command (1940)
3646,Big Momma's House (2000)
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
3649,American Gigolo (1980)
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)"
3653,"Endless Summer, The (1966)"
3654,"Guns of Navarone, The (1961)"
3655,Blow-Out (La grande bouffe) (1973)
3658,Quatermass and the Pit (1967)
3659,Quatermass 2 (Enemy from Space) (1957)
3660,Puppet Master (1989)
3661,Puppet Master II (1991)
3662,Puppet Master III: Toulon's Revenge (1991)
3663,Puppet Master 4 (1993)
3664,Puppet Master 5: The Final Chapter (1994)
3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998)
3666,Retro Puppet Master (Puppet Master 7) (1999)
3668,Romeo and Juliet (1968)
3670,Story of G.I. Joe (1945)
3671,Blazing Saddles (1974)
3672,Benji (1974)
3673,Benji the Hunted (1987)
3675,White Christmas (1954)
3676,Eraserhead (1977)
3677,Baraka (1992)
3678,"Man with the Golden Arm, The (1955)"
3679,"Decline of Western Civilization, The (1981)"
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
3682,Magnum Force (1973)
3683,Blood Simple (1984)
3684,"Fabulous Baker Boys, The (1989)"
3685,Prizzi's Honor (1985)
3686,Flatliners (1990)
3688,Porky's (1982)
3689,Porky's II: The Next Day (1983)
3690,Porky's Revenge (1985)
3692,Class of Nuke 'Em High (1986)
3693,"Toxic Avenger, The (1985)"
3694,"Toxic Avenger, Part II, The (1989)"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
3696,Night of the Creeps (1986)
3697,Predator 2 (1990)
3698,"Running Man, The (1987)"
3699,Starman (1984)
3700,"Brother from Another Planet, The (1984)"
3701,Alien Nation (1988)
3702,Mad Max (1979)
3703,"Road Warrior, The (Mad Max 2) (1981)"
3704,Mad Max Beyond Thunderdome (1985)
3705,Bird on a Wire (1990)
3706,Angel Heart (1987)
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
3708,Firestarter (1984)
3709,Sleepwalkers (1992)
3710,Action Jackson (1988)
3712,Soapdish (1991)
3713,"Long Walk Home, The (1990)"
3714,Clara's Heart (1988)
3715,Burglar (1987)
3717,Gone in 60 Seconds (2000)
3718,American Pimp (1999)
3719,Love's Labour's Lost (2000)
3721,Trixie (2000)
3723,Hamlet (1990)
3724,Coming Home (1978)
3725,American Pop (1981)
3726,Assault on Precinct 13 (1976)
3727,Near Dark (1987)
3728,One False Move (1992)
3729,Shaft (1971)
3730,"Conversation, The (1974)"
3731,Cutter's Way (1981)
3732,"Fury, The (1978)"
3733,"Paper Chase, The (1973)"
3735,Serpico (1973)
3736,"Ace in the Hole (Big Carnival, The) (1951)"
3737,Lonely Are the Brave (1962)
3739,Trouble in Paradise (1932)
3740,Big Trouble in Little China (1986)
3741,Badlands (1973)
3742,Battleship Potemkin (1925)
3743,Boys and Girls (2000)
3744,Shaft (2000)
3745,Titan A.E. (2000)
3746,Butterfly (La lengua de las mariposas) (1999)
3747,Jesus' Son (1999)
