Case,No,Task,CC1,GN1,NS1,BU1,FA1,LD1,BZ1,FC1,FP1,RP1,PP1,KA1,SC1,TS1,NV1,MA1,LB1,AF1,HU1,Price1,CC2,GN2,NS2,BU2,FA2,LD2,BZ2,FC2,FP2,RP2,PP2,KA2,SC2,TS2,NV2,MA2,LB2,AF2,HU2,Price2,CC3,GN3,NS3,BU3,FA3,LD3,BZ3,FC3,FP3,RP3,PP3,KA3,SC3,TS3,NV3,MA3,LB3,AF3,HU3,Price3,CC4,GN4,NS4,BU4,FA4,LD4,BZ4,FC4,FP4,RP4,PP4,KA4,SC4,TS4,NV4,MA4,LB4,AF4,HU4,Price4,Ch1,Ch2,Ch3,Ch4,segment,segmentind,year,yearind,miles,milesind,milesa,night,nightind,nighta,gender,genderind,age,ageind,agea,educ,educind,region,regionind,Urb,Urbind,income,incomeind,incomea,Choice
67,1258,4,3,0,0,2,2,0,2,2,3,0,0,0,2,3,0,0,0,0,1,6,1,0,0,3,1,0,2,2,4,0,0,0,2,1,0,0,0,0,2,6,3,0,0,6,1,0,1,2,4,0,0,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch3
67,1259,5,1,2,0,0,1,2,0,0,0,2,2,1,0,3,0,3,0,0,0,6,1,1,0,0,2,2,0,0,0,2,2,2,0,2,0,1,0,0,0,11,3,1,0,0,1,3,0,0,0,1,1,2,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1260,6,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,3,2,2,1,6,0,1,4,5,0,0,0,0,2,0,0,2,0,0,0,1,3,2,1,12,0,1,3,6,0,0,0,0,4,0,0,2,0,0,0,2,4,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1261,7,0,0,0,0,2,0,3,1,0,0,2,1,2,0,3,0,4,0,2,6,0,0,0,0,2,0,1,1,0,0,3,1,4,0,1,0,3,0,1,11,0,0,0,0,2,0,3,2,0,0,1,1,2,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch3
67,1262,8,0,2,0,0,0,2,2,0,2,1,0,0,3,1,2,0,0,2,0,3,0,2,0,0,0,2,1,0,4,2,0,0,4,1,1,0,0,1,0,1,0,1,0,0,0,3,2,0,4,1,0,0,3,2,3,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch2
67,1263,9,3,2,1,3,0,0,3,2,0,1,0,0,0,0,1,3,0,0,0,11,3,2,4,6,0,0,3,2,0,1,0,0,0,0,3,1,0,0,0,10,3,1,5,4,0,0,3,2,0,2,0,0,0,0,2,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1264,10,2,0,1,0,1,0,0,0,1,0,1,2,3,0,0,2,0,3,0,7,1,0,3,0,1,0,0,0,2,0,2,1,2,0,0,3,0,2,0,10,1,0,1,0,1,0,0,0,2,0,3,1,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1265,11,0,2,0,6,0,3,0,0,0,0,2,0,3,1,0,0,4,1,1,3,0,2,0,6,0,2,0,0,0,0,1,0,4,3,0,0,2,2,2,1,0,2,0,2,0,2,0,0,0,0,1,0,4,2,0,0,3,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch2
67,1266,12,0,0,5,0,2,2,0,1,3,1,0,0,0,1,0,0,1,0,1,6,0,0,4,0,1,2,0,1,1,2,0,0,0,2,0,0,3,0,1,7,0,0,5,0,2,3,0,1,2,1,0,0,0,3,0,0,4,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1267,13,2,0,0,4,0,0,3,0,0,0,0,1,0,1,2,4,0,3,1,8,3,0,0,1,0,0,3,0,0,0,0,1,0,1,3,3,0,1,2,8,1,0,0,2,0,0,1,0,0,0,0,2,0,2,3,1,0,3,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1268,14,0,2,0,4,2,1,0,0,0,1,0,2,2,0,3,0,4,0,0,1,0,2,0,3,2,3,0,0,0,1,0,1,3,0,1,0,3,0,0,3,0,1,0,4,2,1,0,0,0,2,0,1,1,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch1
67,1269,15,1,0,1,0,0,2,1,2,2,0,2,0,0,0,0,3,4,0,0,2,2,0,1,0,0,2,1,1,1,0,1,0,0,0,0,4,2,0,0,8,1,0,2,0,0,3,1,1,1,0,2,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch1
67,1270,16,2,2,4,0,0,0,0,0,3,1,0,2,1,0,1,0,0,0,1,8,2,1,4,0,0,0,0,0,1,1,0,2,1,0,3,0,0,0,1,3,1,1,2,0,0,0,0,0,2,2,0,2,4,0,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch2
67,1271,17,0,0,0,5,1,0,2,1,3,0,3,0,0,2,0,1,0,2,0,6,0,0,0,2,2,0,3,1,1,0,3,0,0,2,0,4,0,3,0,10,0,0,0,3,2,0,2,2,3,0,3,0,0,2,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1272,18,0,0,2,3,0,2,0,2,0,1,0,2,1,0,0,3,0,0,1,3,0,0,5,6,0,3,0,1,0,2,0,1,1,0,0,2,0,0,1,10,0,0,2,6,0,2,0,2,0,1,0,2,4,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch4
67,1273,19,1,2,0,0,1,0,1,0,0,0,1,0,0,2,1,0,3,1,0,3,1,1,0,0,2,0,2,0,0,0,1,0,0,1,2,0,2,2,0,12,3,1,0,0,2,0,3,0,0,0,3,0,0,2,1,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Car,2,2000,1,101 To 150 Miles,3,150,10% To 20%,2,20,Male,2,60 & Over,5,63,Postgraduate College,4,NE,2,Suburban,2,"$100,000 to $109,999",9,100000,Ch1
68,1274,1,0,1,0,0,0,1,2,2,2,1,0,2,0,3,0,0,0,0,1,8,0,1,0,0,0,1,1,1,3,1,0,1,0,2,0,0,0,0,2,10,0,2,0,0,0,3,2,2,4,1,0,2,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch1
68,1275,2,1,0,5,0,2,0,3,0,0,0,2,0,4,0,1,0,4,3,0,12,2,0,3,0,1,0,2,0,0,0,3,0,2,0,2,0,3,1,0,2,2,0,1,0,2,0,3,0,0,0,1,0,3,0,2,0,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1276,3,0,0,2,4,0,2,0,0,2,0,1,1,4,0,0,0,3,0,1,7,0,0,4,5,0,3,0,0,1,0,3,2,3,0,0,0,1,0,1,8,0,0,5,3,0,1,0,0,4,0,1,1,2,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch1
68,1277,4,1,0,0,3,2,0,0,2,0,1,2,0,0,3,1,3,0,0,0,10,1,0,0,1,2,0,0,1,0,2,1,0,0,3,1,1,0,0,0,12,2,0,0,6,1,0,0,1,0,2,1,0,0,2,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1278,5,1,2,0,2,2,1,3,0,2,0,0,0,0,0,3,0,0,1,0,6,2,2,0,2,1,2,2,0,2,0,0,0,0,0,3,0,0,3,0,1,1,2,0,5,2,1,3,0,4,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1279,6,0,1,4,0,0,0,0,1,0,1,0,0,1,0,0,4,4,2,1,11,0,1,5,0,0,0,0,2,0,1,0,0,1,0,0,3,3,3,1,8,0,2,1,0,0,0,0,2,0,2,0,0,2,0,0,4,3,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1280,7,0,0,0,4,2,0,3,1,0,0,0,1,4,3,0,0,0,3,2,8,0,0,0,3,2,0,2,1,0,0,0,2,4,2,0,0,0,1,1,6,0,0,0,5,1,0,1,2,0,0,0,2,1,3,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1281,8,0,0,0,0,0,2,3,0,2,2,2,2,0,1,0,3,3,0,0,7,0,0,0,0,0,3,3,0,1,1,3,1,0,1,0,3,1,0,0,4,0,0,0,0,0,2,3,0,2,1,3,2,0,3,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1282,9,1,1,2,0,0,0,0,0,2,1,0,2,0,0,3,2,0,3,0,3,3,1,4,0,0,0,0,0,3,2,0,1,0,0,1,2,0,2,0,12,3,2,1,0,0,0,0,0,1,2,0,2,0,0,2,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch4
68,1283,10,0,2,2,0,2,2,0,0,0,0,3,0,0,1,2,0,2,0,2,11,0,1,3,0,2,2,0,0,0,0,3,0,0,2,3,0,2,0,2,1,0,1,1,0,2,3,0,0,0,0,2,0,0,1,3,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1284,11,1,1,0,2,0,0,1,1,0,0,0,1,3,0,0,0,2,0,2,5,1,1,0,3,0,0,2,1,0,0,0,1,3,0,0,0,1,0,2,9,2,1,0,1,0,0,2,1,0,0,0,2,2,0,0,0,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1285,12,0,0,0,6,0,0,0,1,4,2,1,0,2,3,2,0,0,2,0,1,0,0,0,2,0,0,0,1,1,2,1,0,1,1,1,0,0,3,0,8,0,0,0,4,0,0,0,2,1,2,1,0,4,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch4
68,1286,13,3,0,1,0,2,1,1,1,3,0,0,0,1,0,0,2,0,0,0,11,3,0,4,0,2,3,1,2,1,0,0,0,2,0,0,3,0,0,0,4,1,0,3,0,2,2,2,2,4,0,0,0,2,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1287,14,3,0,0,1,0,2,2,0,0,2,0,0,0,0,3,0,4,1,1,5,2,0,0,3,0,3,1,0,0,2,0,0,0,0,2,0,4,3,2,9,1,0,0,4,0,1,2,0,0,1,0,0,0,0,2,0,4,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch1
68,1288,15,0,1,1,4,1,0,3,0,0,0,3,2,0,2,0,3,0,0,0,7,0,1,1,2,2,0,3,0,0,0,2,2,0,2,0,4,0,0,0,8,0,1,2,3,2,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1289,16,2,2,0,0,2,1,0,0,0,2,3,0,4,2,0,0,0,0,2,5,1,2,0,0,2,3,0,0,0,1,2,0,3,3,0,0,0,0,1,8,1,2,0,0,2,3,0,0,0,1,3,0,4,3,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch3
68,1290,17,0,0,3,0,1,0,0,1,1,0,0,2,0,0,1,2,4,3,0,8,0,0,4,0,2,0,0,2,4,0,0,2,0,0,2,4,3,1,0,3,0,0,4,0,1,0,0,1,2,0,0,1,0,0,1,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch2
68,1291,18,0,2,0,0,0,0,1,1,4,0,1,0,1,2,3,0,1,0,0,7,0,1,0,0,0,0,2,1,3,0,1,0,4,3,1,0,1,0,0,3,0,2,0,0,0,0,3,2,3,0,3,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch1
68,1292,19,2,0,5,4,0,1,0,0,0,2,0,2,0,0,0,3,0,3,1,3,3,0,1,4,0,2,0,0,0,2,0,1,0,0,0,1,0,1,1,7,3,0,3,4,0,2,0,0,0,1,0,2,0,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Midsize Utility,4,2005,6,251 To 300 Miles,6,300,10% To 20%,2,15,Female,1,30 To 39,2,38,College Graduate (4 Years),1,SE,3,Suburban,2,"$70,000 to $79,999",6,75000,Ch1
69,1293,1,3,0,3,1,0,0,1,0,1,0,2,1,0,0,0,1,0,2,0,2,1,0,5,4,0,0,1,0,3,0,1,1,0,0,0,2,0,3,0,11,1,0,4,2,0,0,3,0,1,0,3,2,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch2
69,1294,2,0,2,0,0,2,1,0,0,0,1,0,0,2,0,1,0,3,2,2,10,0,1,0,0,2,2,0,0,0,2,0,0,4,0,3,0,3,3,2,2,0,1,0,0,2,2,0,0,0,2,0,0,3,0,3,0,2,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1295,3,0,0,5,0,1,2,0,1,1,0,0,1,1,1,2,0,0,0,0,9,0,0,5,0,1,3,0,2,1,0,0,1,3,3,2,0,0,0,0,9,0,0,2,0,2,3,0,2,3,0,0,2,4,1,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1296,4,1,0,0,3,0,0,0,1,0,2,1,0,0,2,0,2,3,0,1,4,2,0,0,4,0,0,0,1,0,1,2,0,0,3,0,4,3,0,1,9,2,0,0,1,0,0,0,2,0,2,3,0,0,1,0,2,1,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1297,5,0,2,4,3,2,0,2,2,0,2,3,0,0,0,2,0,0,0,0,11,0,1,4,2,1,0,2,1,0,2,3,0,0,0,1,0,0,0,0,1,0,1,1,5,1,0,2,2,0,2,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1298,6,2,1,0,0,0,0,2,0,4,0,0,2,4,0,0,2,4,0,2,5,1,1,0,0,0,0,3,0,3,0,0,1,3,0,0,3,3,0,1,10,2,2,0,0,0,0,3,0,3,0,0,2,2,0,0,4,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1299,7,3,0,1,0,0,1,3,0,0,0,0,0,0,3,1,1,0,1,2,6,1,0,2,0,0,2,3,0,0,0,0,0,0,3,1,4,0,3,1,8,2,0,2,0,0,2,2,0,0,0,0,0,0,3,3,4,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1300,8,0,0,0,1,2,1,0,0,1,1,1,1,0,0,0,0,4,3,0,4,0,0,0,1,2,1,0,0,2,2,2,2,0,0,0,0,2,1,0,2,0,0,0,6,2,2,0,0,2,1,2,2,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1301,9,1,2,0,0,0,2,3,1,0,0,3,2,4,1,0,0,0,0,0,12,1,2,0,0,0,1,2,2,0,0,3,1,2,3,0,0,0,0,0,4,2,2,0,0,0,3,3,2,0,0,2,1,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1302,10,0,1,0,1,1,0,0,0,1,0,0,0,2,2,3,1,0,0,1,1,0,1,0,2,1,0,0,0,2,0,0,0,2,3,3,3,0,0,1,5,0,2,0,1,1,0,0,0,2,0,0,0,3,2,1,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1303,11,0,0,3,0,0,0,1,2,3,1,0,0,4,3,0,0,2,2,0,7,0,0,1,0,0,0,2,2,4,2,0,0,4,2,0,0,2,3,0,5,0,0,3,0,0,0,3,2,3,1,0,0,4,1,0,0,1,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1304,12,2,1,5,3,1,2,0,2,0,0,0,0,0,0,0,2,2,0,0,2,3,2,2,1,2,1,0,1,0,0,0,0,0,0,0,4,3,0,0,9,1,1,5,1,2,2,0,1,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
69,1305,13,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,0,0,1,2,12,0,1,5,0,0,0,0,0,0,1,1,1,0,1,3,0,0,3,2,7,0,1,1,0,0,0,0,0,0,1,2,2,0,1,1,0,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch1
69,1306,14,3,0,0,0,2,0,1,0,0,2,2,0,1,0,1,4,0,1,0,1,2,0,0,0,2,0,1,0,0,1,3,0,3,0,2,3,0,3,0,9,2,0,0,0,1,0,3,0,0,1,1,0,1,0,3,2,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Small Car,6,2002,3,Over 400 Miles,9,500,21% To 30%,3,30,Female,1,40 To 49,3,42,College Graduate (4 Years),1,W,5,Urban/City,3,"$60,000 to $69,999",5,66000,Ch3
