sentiment,tweet
4,@Mobileye raises $400M to kick driverless car technology into high gear http://t.co/XvfUj27sB8 turning morning commute into nap time?
4,Rather exciting. RT @stianwestlake: More on how driverless cars will reshape cities: http://t.co/YPFh6Ai3f4
4,"How Driverless Cars Could Reshape Cities, via @nytimes narrower streets, cleaner air #futurework http://t.co/evO9pYc8rT"
4,"Recently, driverless #Google cars have been invading Sactown. So cool. Hopefully, Skynet isn't invading next. That would be less cool."
4,Driverless car #WantIt #NeedIt
4,Driverless cars? I feel like my childhood dream of owning a Autobot could transpire in my lifetime.
4,Entered my driverless Tesla through the passenger door. I like this whole not having to drive thing.
4,The coolness of driverless cars-90% of all car accidents involve human error (says Marco della Cava). Pretty exciting.
4,Google better hurry up with that driverless car. Watching grandma do an 8 point turn to get in a parking spot is horrific.
4,Google's own prototype driverless cars! http://t.co/Zl0McVQzN5
4,Why Google's driverless cars change everything - http://t.co/VShua8XyjQ #Google #driverless #taxi
4,I cannott wait until Google's driverless cars take me on a less efficient route to my destination so as to pass by billboards deemed relevant.
4,Google's driverless car - desperately needed in Florida!  #codecon
4,Finally Google has started making cars ! Fully integrated driver less car prototype is our there. No strafing wheel. #recode
4,So...did #apple buy @beatsmusic and @beatsbydre ? Wasnt sure from the news. This other company is building driver-less cars. Way cooler.
4,"@hanbae @SocialShiz Sorry, I forgot all about it. Their driverless cars are cool though. #SMWF"
4,Love it@nytimes:Google's newest driverless car has no steering wheel or gas pedal and only 2 buttons: start and panic http://t.co/JadS1gSoqP
4,I'm over here writing a 2000 word essay while niggas at Google are on driverless cars making ground breaking shit. Damn. ðŸ˜‚
4,@grescoe Driverless cars will make buses &amp; taxis unnecessary and will solve parking issues. Kids will do more sports &amp; activities too.
4,Actually I believe that less people will be nervous seeing the Google driverless car come down the street than one with me behind the wheel.
4,driverless car invented by Google has completed over 300k miles and only had two accidents when humans in other cars hit it It's a Prius
4,The driverless revolution rolls on http://t.co/xUgoFOE2  Sent from the CNNMoney App for Android
4,This is why we need driverless cars. http://t.co/HSLPr873
4,"As of August, google driverless cars have driven a total of 300000 miles with only 2 reported accidents- both the fault of the human driver."
4,Eliminate #caraccidents through #driverless cars and roads. #healthcare #AF4Q @ThomasFrey
4,"Meet Stanley, a driverless car which successfully navigated and won a 212 km off-road race @ National"
4,"enjoyed your panel on Saturday, thanks for coming to Ottawa! Regarding driverless cars - theres hope! http://t.co/BoZZJwOXC5"
4,.@matt_odonnell dreams of owning Mr Bean type Google driverless car. @TamEdwards6abc dreams of Matt's Bean imitation http://t.co/OK015VrZWM
4,"""We'd love to have driverless cars at @Uber...would cut out biggest cost...make rides much cheaper"" @travisk #CodeCon http://t.co/WeIKrLCSeQ"
4,"Uber's future car fleet will be driverless, cheaper: Uber Technologies Inc. envisions the future of its... http://t.co/HaflXLwrpM"
4,Checking out the Google driverless car. I guess you would call it a smart car. SCIENCE! http://t.co/lrFZewnpQT
4,Finally Google has started making cars ! Fully integrated driver less car prototype out there. No searing wheel. #recode #win
4,CEO on Board: Qualcomm Sees Potential in Driverless Cars: Eyesight for driverless cars. That is one market... http://t.co/ELmSkOwGcB
4,"@TheaGood Just about the time the DMV says I can no longer drive,I can still get around w a driverless car!"
4,"@jess sure, but @Uber will look expensive next to driverless vehicles"
4,Driverless cars with no steering/breaks. Can't wait to have these as taxis. I can live with 25 mph tops in nyc http://t.co/zk7FDyker5
4,@ladywhimsy @saidsecretly @nancywisser Driverless cars that go to regional rail stations are literal the best possible solution here.
4,TIME: Google unveils driverless car complete with no steering wheel  this is crazy! Watch both videos. Mind = blown
4,Can I interest you in something in blue?  Google's driverless car: Good news for bad drivers 
4,"#Google self driverless car has 2 buttons, no steering wheel, and no brake pedals.  Im definitely loving it.  #tech #innovation"
4,"@jeff_gluck based on how stupid some people drive, let's hope cars are driverless very, very soon"
4,Google's driverless car is dope
4,"@cityslikr: Yes ""still cars"", BUT combine a Driverless cars with @HailoToronto tech &amp; Little PARKING needed. #TOPoli. http://t.co/1erHftO8DM"
4,"bullseye RT @Jason: Who loses from driverless cars? insurance companies, because no one dies or crashes!  https://t.co/LEhRPtitmf"
4,driverlesstrans: A trip in Google's #driverless car via @NZStuff #googlecar #futureride    bring it soon!
4,ðŸ‘âœ¨ to the solar roadway! Pave the way to driverless cars! Can't wait! #TheFutureIsNow
4,"@SmartPlanet driverless cars ARE public transportation is done right,  and Yes."
4,"Cool! @obrienmedia: Good video here // Driverless Cars Are Coming, Whether We Want Them or Not "
4,"From @estimize So far Google's driverless cars have traveled 700,000 miles autonomously and only 1 accident reported. $goog"
4,driverlesstrans: #Driverless future far closer than anyone dreamed via @nzherald  - let's hope so
4,"As of August 2012, Google's driverless cars have driven for over 300k miles. Only two accidents were reported during that time."
4,Driverless car- Very nice! http://t.co/LhM00JEz
4,I've been obsessed about driverless cars for a while now. The Economist's September article is still worth reading http://t.co/0LR2DdqQ
4,I can't wait for the day I can drunkenly stumble into my google driverless car and tell it to drive me to Texas.... then wake up there.
4,"By 2035, 75% of Autos Expected to Have Driverless Tech. http://t.co/An6hrxZhSN That's fantastic cuz I'll be 61 and fighting 2 give up my car"
4,"free uber: $30 for you, $30 for me https://t.co/uuW8WjmQQo cause nyc will be safer for bikers when its full of their driverless cabs :)"
4,"Warning: #nerd tweet. I'm really excited for the Google I/O keynote. They'll probably be talking about driverless cars, wearables, and Glass"
4,"Google Driverless Cars: Freedom for the Disabled?Autism is just one example - News Roseville, CA and Sacramento Metro http://t.co/JnUVWHVHJQ"
4,My driverless cars will side swipe idiots on bicycles and stupid pedestrians.
4,@DylanCC_Philly that's a smarter move. Invest in driverless cars.
4,So now you can just install a box into your car and youÂ´ll have a driverless car!? I really wanna test that thing.. http://t.co/Mwc3NaMobd
4,GOOG driverless cars and Teslas EV technology could combine to be the ultimate car of the future
4,I think the Tracy Morgan crash may nudge acceptance toward driverless cars. I foresee highways for robot fleet vehicles in the coming years
4,Why @bre thinks driverless cars will lead to new 3D printing innovation. http://t.co/kAMhbeth7a
4,@Gizmodo 2 things...1. let's get #driverless #cars on the road first. 2. Safety a must to account for bad drivers today.
4,I just saw a kid get pulled out of a Prius on a stretcher that got hit by a semi. Becoming a fan of driverless cars
4,@bikepedantic Challenge for @NHTSA: driverless cars will be safer but higher proportion of crashes will result from manufacturer error.
4,Just saw a man being driven around in the passenger seat of a Google driverless car. #MindBlown
4,Google Driverless Car. This changes everything in business. #google #googledriverlesscar 
4,@williamprescott Easier. Sorry. Last tweet go interrupted when I ran over an old lady. Driverless car would've come in handy.
4,Taking a ride in a driverless car! #furtherwithford @ Ford Test Track http://t.co/qqKvuE7DpC
4,A $10K box on the roof turns your car driverless. Pretty cool if they can get it to market. http://t.co/2URHqweoxI
4,Congrats @anki on all the press this week! astCompany: Could this $199 toy pave the way to driverless cars? 
4,http://t.co/Pj36CFW8K6 Appreciate the talk on driverless cars this morning with @christhejourno! #utsdnews @NewsCruz @UTTVSD @UTsandiego
4,@marshallk @Scobleizer driverless.....uber!
4,"Clean, safe &amp; it drives itself!! This weeks economist's special report on the future of the car.  Driverless!? Yes please"
4,""" A driverless car invented by Google has completed 300+k miles and only had 2 accidents when humans in other cars hit it."""
4,"@markasaurus @MeganPanatier Actually, I am actually optimistic that driverless cars will really help car sharing. Come to me, Zipcar..."
4,"Driverless Cars - Still A Distant Dream (Work Faster, Google!) http://t.co/5PQ5We7Oza"
4,Where are these driverless cars? I could use one for this 3 hour drive...
4,How much revenue did Google make last year? $50billion. Billion. Where will it be in 10yrs when glass and driverless cars mature? Trillions?
4,Driverless car no problem. Automatic sink and paper towel in a rest room and nothing works without vogueing.
4,"imsobadatthese, nope. Driverless cars, quantum computing, WIFI blimps B772it's #Google who's planning world domination. And I'm okay with it."
4,My robot (driverless) car and me. #scifi #future #google (@ Googleplex - @google w/ @seedcamp) [pic]: http://t.co/nCuGIi65CM
4,Google's driverless cars are already testing better than humans http://t.co/Un245inamT
4,I like the numbers here - How much will #driverless cars really save us? http://t.co/kJzi0hGGnb
4,"""@NBCPhiladelphia: Driverless cars to be tested in California: http://t.co/cKXdE0pgb6"" I'll soon fulfill my childhood dream of owning #KITT!"
4,"As soon as I can buy a driverless car, I'm going get one and backroad across the country."
4,Race for driverless cars is in full throttle: Google and other innovators say they may be just five years away... http://t.co/c6meALY2Yi
4,A driverless car invented by Google has completed over 300k miles and only had two accidents when humans in other cars hit it.
4,"Can't wait for driverless vehicles to be the norm, obviously we are a while away cause it's still spell checked as a word :)"
4,Saw a Google driverless car today... a Lexus RX hybrid...nice. I'm hoping that pilotless planes are next on the agenda. #google #tech
4,"Good Q but half of deaths from medical errors:34,000 traffic deaths a year in the U.S. Driverless car reduce number? "
4,"So if Google Glasses are banned for drivers, just use a Google Driverless Car! http://t.co/8Xu7I1y1Wz"
4,Starting to save money now. Elon Musk in talks with Google to bring driverless tech to Tesla cars 
4,Saw a driverless car on the highway and played ball with a former Miami Dolphin. #TodayWasAGoodDay #fb http://t.co/qT5wC0VLQs
4,@ModeShiftOmaha @slobotski Well the good news is parking space problem will be gone after we have driverless cars:)
4,Street cars trollies bikes &amp; driverless cars = urban solution Cc: #GoogCommerceDev @UrbanLandInst @880thebiz @TheMiamiNews1 @TheSoBeTimes
4,Driverless cars?! I want one
4,The wave of the future. Driverless cars with anti-wreck technology. Who needs insurance??? http://t.co/1ihR7YfJ
4,Sometimes when I see the Google Drive app on my phone I get really excited because I think it will summon a driverless car to take me around
4,@NBCNightlyNews I'm glad that driverless vehicles are being legalizes in one state already but they probably will not http://t.co/7X2AqJLxc1
4,"""FBI warns driverless cars could be used as lethal weapons"" because regular cars can't, right? http://t.co/y4odPiuDCH"
4,"Hey FBI, driverless cars won't kill people. People will kill people."
4,Swing by and pick us up! | @Audi driverless car hits Tampa Bay road in test http://t.co/vxcXbyY3SY @WTSP10News http://t.co/NawXoIz9yy
4,@MattAkaLeafs that baby is driverless!
4,Driverless electric cars are in UK by 2017.  Wow!
4,@mrmidi Now I just need an aftermarket driverless car mod and mobile wifi
4,"Tesla, Google, and Uber.   Tesla makes it sexy, Google makes it driverless, Uber makes it available.   The future, people."
4,@StartupAmerica @SteveCase I want a driverless car now
4,"@slyarak Driverless should also keep down operating costs, right?"
4,"@tcarmody Google investing in driverless cars, internet balloons, and wearables. Microsoft invests in a search engine? Come on."
4,Driverless cars for NYC- no more parking insanity- MT @freakonomics: wouldn't it be nice if our (cont) http://t.co/DDnrcdRLwu
4,I think the best argument for driverless cars is that we could eat tacos while commuting
4,Sign me up for one of the first driverless cars. http://t.co/BzI6ahbiyL
4,Sit back and nap and play board games and watch Netflix while our driverless car takes us across country - where do I buy?
4,I can not wait for driverless cars to be the norm on highways!
4,Audi will be testing driverless cars on the expressway here in Tampa tomorrow. Pretty dope.
4,"Since it is a speed LIMIT, driverless cars cannot be programmed to exceed it. This is going to be fun."
4,"I need to move to Britain! ""@TIME: Driverless cars to hit public roads in Britain by January 2015 http://t.co/e0lKPCs0Uh"""
4,"Driverless Cars are going to take us into a new age, just like how we transitioned from Horses to Cars."
4,Woman at the airport bar is 3 things: 1) clearly drunk 2) from buffalo and 3) is telling EVERYONE about the benefits of driverless cars
4,@dohertyjf to keep pushing hard for driverless cars. They'll save millions of lives and billions of hours productivity/quality time.
4,"I boost driverless car - see huge benefits, esp more mobility for people who can't drive: old, young, poor. But there is a downside: NSA."
4,"Driverless cars: Humans are terrible drivers, computers only have to be less terrible http://t.co/v1sTDjR8EO"
4,"Driverless cars could hit local roads by 2020: Imagine being able to work on your laptop, or video conference... http://t.co/tw0mc0b7vf"
4,@Kirsten_Price and their experimenting with driverless cars. NOTHING bad could come of that
4,I wish I had a driverless Audi TT that could follow you around. Praise Google!
4,"Wow, just saw a Google driverless car on 101. Cool!"
4,Google's Driverless Car Is Now Safer Than the Average Driver - � @renoLrap check this out for John!
4,Just saw a Google driver-less car zoom by on Google campus!!!
4,#Google has driverless cars??? #WTF #mindblown
4,Well this is a little terrifying. I still want a driverless car in my lifetime though.  http://t.co/PscKdw7d
4,I'm fascinated by the idea of driverless cars. So's Sen. Risser who thinks WI could be a cold-weather testing ground: http://t.co/REEP4EpI
4,A Look At How Driverless Cars Will Make Intersections So Efficient It's Scary by @officialKLS 
4,Driverless Cars Will Make Intersections So Efficient It's Scary http://t.co/yv5QEeZf
4,A look at the #cas13 floor as I wait for the driverless car presentation. Sounds interesting! http://t.co/D7GkR6Ju
4,Looking forward to the future of the driverless car. @chunkaimui @ForbesRussia http://t.co/mj3wblPZ #Millenials will more readily adopt
4,@google please hurry up with this driverless car thing before people that are texting kill us all!  4 spotted on freeway this morning ðŸ’€
4,"Carlo Ratti keynote - driverless city will require 80% less automobile infrastructure for the same mobility. Yes, please! #UrbanBigData"
4,@CBCNews this am 2 car accidents &amp; 1 near miss at Metcalfe McLaren. time to test drive driverless cars in Ottawa #ottvote #somerset #ottpoli
4,@camerondgray thinking about programming a google driverless car to hunt for road kill while I sleep. road kill jerky for all!
4,Wish they'd hurry up and get those driverless cars on the road.  This pushing the gas pedal and paying attention is getting old.
4,@LDrogen @conorsen fleet of driverless cars are way smarter than people. Will find efficiencies in routes and rarely need to park in $ zones
4,Would have been good for Teddy &amp; Mary Jo K. Driverless car takes test run through DC... http://t.co/Ol3X3Pqobw
4,Google driverless car + Uber = Best money bot ever
4,I want one driverless vehicle. Just like a pilot using autopilot. Coming on 2015. http://t.co/npX5qfCzDA #omg #excited #automotive
4,"Oh, I-95, you do me so wrong. Driverless cars can't come soon enough..."
4,UberPool is going to be a big deal. http://t.co/WopxQ2uJkg  Get that working with a driverless fleet? Thats enough to make Walt Disney cry.
4,@Atrios Dudes who like driverless cars are all over this.
4,Atlanta cannot fix its mass transit or urban sprawl issues. We are a car-centric city. We should focus on driverless cars instead.
4,@BenLindemulder engineering? Ha! That would be too easy. Autonomous- driverless and completely self controlled. I win
4,I can't wait to blunt cruise in the Google driverless car. Holy shit.
4,"Sadly, they're probably safer than most other cars @washingtonpost: Driverless vehicle hits the streets of D.C. "
4,"gemstars: Why driverless cars are better drivers than humans. you agree? Yes, do to they r programmed to obey law"
4,"I want the driverless car, and BAD. Seriously I would be happy if tomorrow morning there were no drivers behind the wheel."
4,"One of Google's engineers is developing a ""Driverless Car""...amazing."
4,@itootill @fourdogalpha @thetransitfan Could play immersive driving games or simulations in driverless car. Probably much more exciting.
4,I want to see this!  @atxhipsters: Google's driverless car rolls into Austin 
4,@Google sees driverless cars being available to consumers in 3-5 years http://t.co/vw330qAB Boom for happy hours?
4,RT @wsj: WSJ's auto critic Dan Neil on why driverless cars are inevitable and why that's a good thing: http://t.co/VyPEKnPg
4,"""WSJ's auto critic Dan Neil on why driverless cars are inevitable and why that's a good thing: http://t.co/Tf8863FJ"" #roadsoady #notickets"
4,@F3rnandezLis I've been fascinated about this for a while. Driverless caravans will be the future.
4,Can't believe that in less than 5 years you'll be able to own driverless car ! #googlecar
4,Score! California becomes second state (after Nevada) to legalize driverless cars: http://t.co/PXKSSU51
4,Really interesting article about the future of driverless cars and the transit system. - http://t.co/x1RZjsN6
4,Can the Google driverless cars drive my kids to soccer practice? That would TOTALLY help.
4,"Google is at it again.  ""@ForbesTech: Would You Feel Safe in a Driverless Car? Calif. Gov. Jerry Brown Does. "
4,How driverless cars are here to stay and how many lives they'll save: http://t.co/hSAFD7bw
4,"Driverless cars are now legal in California. Road head just became 47% less dangerous. Ladies, come check out my robot car."
4,@Gartenberg I want a driverless car powered by apple maps. That is all.
4,I can't wait until driverless cars actually makes this true. http://t.co/it9q6rai
4,This will blow your mind (i have been wanting to say that) @TheAtlantic: How driverless cars remake our transit system 
4,"driverless cars are legal, thats probably the most intelligent thing ever"
4,There has been safe (nearly) driverless transportation for centuries.   @ Belt Railway http://t.co/Ez2FQjBi
4,California legalizes driverless cars!? Wtf! Right when I leave California too -.-
4,Do you trust driverless cars? I do as long as they use Google Maps http://t.co/9j2MVJLy
4,WSJ's auto critic Dan Neil on why driverless cars are inevitable and why that's a good thing: � So we can text?
4,wired: Score! California becomes second state (after Nevada) to legalize driverless cars: We can drink &amp; NOT drive!
4,Happy 14th birthday #Google!  Too young to drive? No problem. We'll make driverless cars
4,Nerds galore! CA becomes 2nd state (after NV) to legalize driverless #cars: http://t.co/ffvnshPh #robot #automotive #kitt #knightrider #ai
4,"I can't wait to get 1 of those driverless cars. Can you imagine?..I can. Like otter said in animal house. ""Road trip"""
4,"@MarketUrbanism @SunnysWords go driverless to save on operating costs, and increase frequency?"
4,Driverless cars. I see a great future. Just imagine what you could do during your  commute. Binge watch the latest Netflix series. #CES2014
4,We're about to get hands off with the driverless @Audi in Las Vegas. This is going to be an experience. #CES2014 #cartech #audi
4,I just really want said driverless car for this eight hour drive to NC.
4,BMW hits the performance limits with its driverless car via @CNET http://t.co/t3w6KBPEqj
4,Crazy it's possible we'll see the day when our drunkasses are being driven around by driverless taxis by @google http://t.co/Acxj3OEACW
4,Very cool. @FastCompany: The Streets Of Ann Arbor Will Soon Be Filled With Driverless Cars 
4,"I don't know about other states, but the average Minnesotan is a terrible driver. Can't wait for driver-less cars!!!"
4,Driverless cars! Now I'm all about that! Less people behind the wheel texting and not paying attention to the road! #CES2014 @CNBC
4,#TxTransForum the future is electric roads and driverless vehicles! I'm ready now.
4,@newtgingrich Driverless cars are needed on the Las Vegas strip. There's a pedestrian fatality almost every  week.
4,"@ranilillanjum @harrahjohn Hm, well google is poised to release their driverless car. That might be the way to go."
4,"Legal in #FL, 1 of 3 states. MT @JeffreyBrandes: A driverless car has gone 300K miles w/o an accident, says @JebBush http://t.co/T5zHuAg8b7"
4,"@mglenn Driverless public transit, like buses? OK, now you have my attention, but that's a LONG way off. Won't see that for a while."
4,"Can't be worse than the brainless ones on the road now! ""@wsbtv: Georgia could be first to have driverless cars http://t.co/ro0k0MR0Us"""
4,Hurry up with that driverless car already eating tweeting and driving at the same time is Not easy
4,"Not only cool, but they have the potential to revolutionize/eliminate traffic RT @newtgingrich: RT if you'd ride in a driverless car.I would"
4,Driverless cars can't come soon enough http://t.co/q0mwUmqXSm
4,"Dear @RahmEmanuel,   Really excited about these driverless firetrucks.   Can I ride in one?  -k http://t.co/s8CqMuwW03"
4,Big news fr @gm on #6ThisMorning as #GMcares week drives off today + future plans for a driverless @Cadillac in 2016! #thefutureisnow #GM
4,"Driverless Cars, Talking ATMs: Products Designed with #a11y can be good for Everyone -- http://t.co/poUIxrGAht | #voteTO #TOpoli"
4,Gotta love @KWAwesome a guy is pitching driverless cars as a solution to climate change #innovators rule the future
4,"apple: ""we gonna put a credit card in ur phone!"" Google: ""been there done that, we r busy curing death and building driverless cars rn."""
4,"People freaking out about auto-pilot &amp; driverless cars, because humans behind the wheel: TOTALLY SAFE."
4,He heard that driverless cars were coming and didn't want to miss his shot at cruising down the
4,GM's Mary Barra: New 'Super Cruise' cars will be safer http://t.co/dZJ6qhZUar ready for driverless cars? Yes!
4,Love reading about driverless cars/smart vehicles &amp; @IEEESpectrum has entire section w/ different takes on it here: http://t.co/R8sF5VB69q
4,"Can't wait for cars to drive themselves! -networked car ""mandated in future vehicles"" #autonomousdriving via @gigaom http://t.co/nHVd9dF1an"
4,If you ever had any doubt we live in the future: my car just parallel parked itself. Insanely cool technology.
4,"In the future, I'd love to own a self-driving car, but I'm afraid I'd get insanely car sick every time I got inside."
4,"All I really want is a self-driving car. ""Future of Tech predictions http://t.co/gpxBaoUu96 http://t.co/w5STBJlcCa via @pewinternet #LIS3267"
4,"The future is here! Saw a Google ""self driving car"" on the 101 today! http://t.co/1eMJIE0y"
4,"""I took a ride in Google's self-driving car"" the future is here people."
4,"Sergey Brin of @Google announces fully self-driving car at #codecon! No steering wheel, no brakes, nothing. #future"
4,The future is here. Google Self-Driving Car Project https://t.co/dNp0yJPp8U
4,"Google's self-driving car isn't a car, it's the future http://t.co/L34UxmGzW1"
4,We spotted a google car driving itself!  The future #Jabee #ewbanhtour @ Google Campus http://t.co/zdz5fIlAZB
4,Self driving car! The future is here. @ Highway 280 http://t.co/mCR4L47EtM
4,Yesterday I was on a ride with Google's self driving car - today in a @TeslaMotors Model S. Thanks to @elonmusk you can buy the future today
4,"Saw Google's self driving car today. Freaky, the future is now! #Google #tech http://t.co/QN93LVrM"
4,crossed the street in front of a Google self driving car.   lived to tweet about it.  the future!
4,Saw a Google self-driving car on the way home. The future is closer than you think. 
4,I saw a Google self-driving car leaving McDonalds today. The future. http://t.co/cvjB0uP3rb
4,"With Google's self driving car and SpaceX's first manned spacecraft, I think it's safe to say the future is here."
4,@martinibot I generally do feel like we are already living in the future - but I also want a self driving car!
4,1) I need a drink now. Fortunately I'm home &amp; have gin. 2) I want a self-driving Google car w radar &amp; laser pedestrian detection.
4,"Google Car, thanks for my picture on Google Maps Street View right here: 1907 Jerome Avenue, Brooklyn, New York, United States."
4,"""@CNET: Nissan has promised that it will have multiple, affordable self-driving car models by 2020 http://t.co/mS7b0LNr0D"" And GOOGLE does 2"
4,This cannot happen soon enough.  @daringfireball: Google Designing Its Own Self-Driving Car
4,@kevinrose how long til google self driving car takes me bar hoping?
4,i just saw the google car . omgeee
4,Chilling by the Google car #google #streets @ Canadian Tire http://t.co/uBHz1GdLAM
4,"Between Truvada, Naloxone and Google Cars we could substantially reduce AIDS, drug overdoses and car crashes. Dragging our feet costs lives."
4,Saw a Google car driving itself!   So cool...way better then the Google Street view cars.
4,Saw the google car. Pretty dope. #fb
4,Look closely you will see the reflection of a google car !!!! Screen shot from google maps !!!!! 
4,"Saw a google car today and mom was so excited we chased it down, lol. http://t.co/PpfLiD4Pd5"
4,"We saw a google car! @ Tiburon, CA http://t.co/Dtk2BJBx"
4,I was just passed by a google self driving car. :-)
4,A google car would be nice for days like this
4,@petersagal @CraigyFerg Thank Google for the self-driving car.
4,@ChunkaMui Just read your article on the Google car. Very insightful. Looking fwd to part 2.
4,#google self driving car. Oh neat @ Starbucks http://t.co/bUsvC5FQ
4,Just saw a Google self driving car drive by pretty sweet!
4,Today I was tailgated by a Tesla Model S and passed by a Google car that was driving itself. S. Valley driving is cooler than NY driving
4,"If I had a @google self-driving car, I would be drunk all day, every day. #google #drinking #driving"
4,Yay Google self-driving car! http://t.co/IYVaCuuC
4,Saw a Google self-driving car on 280 yesterday. It was not driving slowly in the fast lane; that's a major improvement over humans already.
4,"The Google self-driving car! @ San Mateo, CA http://t.co/O9tQQFo4"
4,I wish I had a google self driving car right now. #sftraffic
4,I hate this drive more every time I make it. I want my @Google self-driving car.
4,"Steva Mahan does some of the best driving(?) of his life on a Google Self-Driving car. Oh yeah, and hes blind. http://t.co/Ai4GFLnQ!"
4,@NewSchoolBeer @martincizmar @Beervana A Google self-driving car is perfect for pistol duels.
4,It's a beautiful day... TO DRIVE NEXT TO GOOGLE'S SELF-DRIVING CAR. #google #donttakepictureswhiledriving #yolo http://t.co/fQwX1akr
4,Drove past a Tesla garage right at the same time as a Google self-driving car. Thats SF for ya!
4,Google Self-Driving car is also headed towards #wdayrising!  #futureisnow http://t.co/ySaeuUxZgU
4,Omg just saw the google car lol
4,@BrianSandoval first governor to allow testing of #Google self driving car on public streets. Thanks for moving technology forward #impact13
4,Saw the google car at locksburg the other day. Thought it was cool. http://t.co/avO9NTzR9H
4,sign me up for the google car
4,Was driving next to the Google car # badass
4,I'm behind a @google self-driving car on highway 5! Kinda enchanted by the whirring device mounted on the roof http://t.co/436tsNKioY
4,The Google car! http://t.co/vZmdFm1XG4
4,Google #Self-Driving Car in the background! http://t.co/IPoIRTWnKo
4,Jammin' to Spice Girls with the google Car #SprangBrake http://t.co/VuWBfBL3YK
4,I just saw my first Google Car!!!
4,Just saw the google car on Sepulveda Blvd. Pretty cool.
4,Days like this a self driving from @google would be very helpful. #selfdriving #google #car
4,Life complete. Google car found! #Google #googlecar http://t.co/HSf2y58b1t
4,I just saw the google car!
4,"I saw the Google Car, and I want to follow it :-D ...#isthatweird"
4,Google self driving car drove itself to a Starbucks :)!! Lol @ Starbucks http://t.co/uQ4luVB0Oc
4,PPistone @CraigMoore67 @WYcain @ThePostman68 it was a top 5 day in the life of Amanda and we saw the Google car!
4,"The Google self-driving car, which still drives better than most drivers ;-) (Not sure what is on top)"
4,The Google Car is in Kensington! #yyc #fb
4,Google fine tunes its self-driving car for city streets � My dream is getting closer to reality
4,Totally behind the #google car. http://t.co/OuIh3wKmOI
4,Google Releases Stunning New Video of Their Self-Driving Car In Urban Traffic Situations...  great
4,I am so ready for this to go mainstream. Google Self-Driving Car on City Streets: http://t.co/Mpbkl6EoHQ
4,"""Self-Driving Car on City Streets"" http://t.co/BStaRue6c6 Google propaganda, but impressive"
4,"Man, I think I am ready for a Google Car so I can get work done while driving� Might be a little risky on the Pali though."
4,"Can't wait til my high school reunion. Ima talk about how I seen a Google car today and there was someone actually driving it, no drone shit"
4,Just got confirmed for Google's Self-Driving Car test ride. Thank you @ComputerHistory &amp; Google team!
4,That awesome moment when you're walking to work and the #Google car passes you... I will be forever on the internet- :)
4,Just passed the google car on 601. Cool #GOOGLE
4,I just seen a  #Google car driving around in person for the first time that was pretty neat!
4,Passed the google car again!!! #holla
4,Google has a self driving car... Can I have one?
4,Â«@mworch Google self-driving car on hway 280 this morning. Zey ahr amonk us! http://t.co/bYGipCFyÂ» @BlindWolf8Â 
4,The google car just passed me!:)
4,omg a google car!
4,Just saw the Google car!!! #daymade
4,Just saw the Google Carâ„¢ on the way home from school!
4,"#vml2020 how fast? If 2 cars left KC, the Google car would reach NYC before the broadband crÃ¨ches Independence, Mo."
4,"I feel like part of my life is complete, I just passed the Google car"
4,"Currently driving behind the google car! See ya later Iowa, I'm too famous now"
4,Just saw the @Google car! Very cool
4,Just saw a #google self-driving car in front of me on the road...while I was stuck in a Yaris
4,Google self driving car in my neighborhood! http://t.co/atEwDIkL
4,I can't wait for the google car to be standard for all cars so that I may sleep on the way into work as the car drives itself.
4,https://t.co/5lOxLrF2O7 #self-driving #car #publicityfinally yay google much awaited video!
4,"Google car is a nice incremental step for self driving cars. Acceptance by regulators is critical, not styling/speed in short term. #25mph"
4,I'de drive it @Google Just Unveiled A Self-Driving Car Prototype w/o Steering Wheel Or Pedals http://t.co/yiYYDJDq4e http://t.co/nVUtqmdtnb
4,Awesome! RT @google: The next stop on the road to a self-driving car http://t.co/BF1v6vY17V http://t.co/x4YjffogsF
4,Can someone build a Google car regex and make a PR to http://t.co/Mi0asoCdYa. I am a little busy but want it.
4,Is switch from uberx to a google self driving car tomorrow. Their investment in the latter makes sense to me.
4,Google has a self driving car with no steering wheel. NIGGA WE MADE IT ðŸš—
4,"As a not-so-good driver, this excites me . @CBCWorldReport: Google unveils market-ready self-driving car.  "
4,"I wish Google, Tesla and Kia would mate and have a self-driving, electric, cheap car in nine months."
4,1 day i will acquire a google car and I'm gonna put a dog in the drivers seat and ppl will literally think my dog is driving my car
4,The Google car thing is interesting because its pissing off car people and transit people..  I think it has a place..
4,I don't think there is a person more in need of the Google Self driving car than myself.
4,If any one wants to buy me the Google car..... I'll happily accept it ðŸ˜ŠðŸ˜ŠðŸ˜Š
4,Checkin' out the self-driving car on our tour of Google w/ the @CODE2040 Fellows. Pretty cool!
4,I'm so tired and wish I'd a Google Car to drive me home so that I can take a nap en route!
4,Google shopping express would be a lot cooler if it was delivered by the google self-driving car.
4,Google car in Granbury! We're on the map!!! http://t.co/wXBDLV7AV8
4,A #Google car spotted! Just crossed the Market St Bridge. #ilovecha
4,Just saw a Google car. Dreams do come true.
4,Impressive test drive in the @google self-driving car @Stanford http://t.co/TqwdX9TzRx
4,Just drove by a google car. Now I'm forever famous
4,Google self driving car prototype is so cute. Not at all a few thousand pounds of deadly hurtling robotic glass and steel. (I want one)
